subclass_id,subclass,event_type_id,name,Country classification,Group,Country,Group
23,|Horse Racing|,16330,BELMONT PARK,US,3,,
23,|Horse Racing|,16331,TURFFONTEIN,SA,5,,
23,|Horse Racing|,16332,PHILADELPHIA,US,3,,
23,|Horse Racing|,16333,ENGHIEN,FRA,2,,
23,|Horse Racing|,16334,BELMONT STAKES,US,3,,
23,|Horse Racing|,16335,PIMLICO,US,3,,
23,|Horse Racing|,16336,BELMONT PK,US,3,,
23,|Horse Racing|,16337,PINJARRA,ROW,6,,
23,|Horse Racing|,16338,FAIRVIEW,SA,5,,
23,|Horse Racing|,16339,PORT PIRIE,ROW,6,,
23,|Horse Racing|,16340,FINGER LAKES,US,3,,
23,|Horse Racing|,16342,REDCLIFFE,ROW,6,,
23,|Horse Racing|,16343,FLAMINGO PK,SA,5,,
23,|Horse Racing|,16344,FLEMINGTON,ROW,6,,
23,|Horse Racing|,16345,ROSEHILL,ROW,6,,
23,|Horse Racing|,16346,FONTAINEBLEAU,FRA,2,,
23,|Horse Racing|,16347,FORT ERIE,US,3,,
23,|Horse Racing|,16348,BORDEAUX BO,FRA,2,,
23,|Horse Racing|,16349,FRANKFURT,ROW,6,,
23,|Horse Racing|,16350,BREMEN,ROW,6,,
23,|Horse Racing|,16351,BULLI,ROW,6,,
23,|Horse Racing|,16352,GEELONG,ROW,6,,
23,|Horse Racing|,16353,GERALDTON,ROW,6,,
23,|Horse Racing|,16354,BUNBURY,ROW,6,,
23,|Horse Racing|,16355,CAGNESSURMER,FRA,2,,
23,|Horse Racing|,16356,GLOBE DERBY,ROW,6,,
23,|Horse Racing|,16357,CALDER,ROW,6,,
23,|Horse Racing|,16358,GLOUCEST PK,ROW,6,,
23,|Horse Racing|,16359,CANBERRA,ROW,6,,
23,|Horse Racing|,16360,GOLD COAST,ROW,6,,
23,|Horse Racing|,16361,GREYVILLE,SA,5,,
23,|Horse Racing|,16362,CANTERBURY,ROW,6,,
23,|Horse Racing|,16363,GULFSTREAM,US,3,,
23,|Horse Racing|,16364,CAPANNELLE,FRA,2,,
23,|Horse Racing|,16365,CAULFIELD,ROW,6,,
23,|Horse Racing|,16366,HAMBURG,ROW,6,,
23,|Horse Racing|,16367,HANNOVER,ROW,6,,
23,|Horse Racing|,16368,HAROLD PARK,ROW,6,,
23,|Horse Racing|,16369,CHANTILLY,FRA,2,,
23,|Horse Racing|,16370,HARVEY,ROW,6,,
23,|Horse Racing|,16371,CHATEAUBRIANT,FRA,2,,
23,|Horse Racing|,16372,HAWTHORNE,ROW,6,,
23,|Horse Racing|,16373,CHURCHILL DOWNS,US,3,,
23,|Horse Racing|,16374,HIPO CHILE,ROW,6,,
23,|Horse Racing|,16375,HOOSIER PARK,US,3,,
23,|Horse Racing|,16376,HOPPEGARTEN,ROW,6,,
23,|Horse Racing|,16377,HORSE XTRA,ROW,6,,
23,|Horse Racing|,16378,TURFWAY,US,3,,
23,|Horse Racing|,16379,JEBEL ALI,UAE,4,,
23,|Horse Racing|,16380,KEENELAND,US,3,,
23,|Horse Racing|,16381,VAAL,SA,5,,
23,|Horse Racing|,16382,VALPARAISO,ROW,6,,
23,|Horse Racing|,16383,VELIEFENDI,ROW,6,,
23,|Horse Racing|,16384,KENILWORTH,SA,5,,
23,|Horse Racing|,16385,VICHY,FRA,2,,
23,|Horse Racing|,16386,KENTUCKY DWN,US,3,,
23,|Horse Racing|,16387,VINCENNES,FRA,2,,
23,|Horse Racing|,16388,KRANJI,ROW,6,,
23,|Horse Racing|,16389,KREFELD,ROW,6,,
23,|Horse Racing|,16390,LA PLATA,FRA,2,,
23,|Horse Racing|,16391,LA TESTE,FRA,2,,
23,|Horse Racing|,16392,WOODBINE (US),US,3,,
23,|Horse Racing|,16394,YORK AU,ROW,6,,
23,|Horse Racing|,16395,YOUNG,ROW,6,,
23,|Horse Racing|,16650,NAD AL SHEBA,UAE,4,,
23,|Horse Racing|,16651,DRESDEN,ROW,6,,
23,|Horse Racing|,16652,TRALEE,ROW,6,,
23,|Horse Racing|,16653,NEWMARKET SA,ROW,6,,
23,|Horse Racing|,16654,CHELMSFORD CITY,UK,1,,
23,|Horse Racing|,16745,SUFFOLK,US,3,,
23,|Horse Racing|,16746,RIVER DOWNS,US,3,,
23,|Horse Racing|,16823,BORDEAUX BO',FRA,2,,
23,|Horse Racing|,16883,ARLINGTON*,SA,5,,
23,|Horse Racing|,16884,WOODBINE,US,3,,
23,|Horse Racing|,17005,W'HAMPTON,UK,1,,
23,|Horse Racing|,17006,MAISONS LAFF,FRA,2,,
23,|Horse Racing|,17193,MARONAS,ROW,6,,
23,|Horse Racing|,17194,SAN ISIDRO,ROW,6,,
23,|Horse Racing|,17460,ST MALO,ROW,6,,
23,|Horse Racing|,17666,CHATEAUBRI',FRA,2,,
23,|Horse Racing|,17667,WOLVERHAMPTON ,UK,1,,
23,|Horse Racing|,17668,NANCY,FRA,2,,
23,|Horse Racing|,17834,MARSEILLE B',FRA,2,,
23,|Horse Racing|,18016,SALON DE PR',FRA,2,,
23,|Horse Racing|,18555,CHURCHILL,US,3,,
23,|Horse Racing|,18556,BORDEAUX BOUSCAT,FRA,2,,
23,|Horse Racing|,18676,MARSEILLEV',FRA,2,,
23,|Horse Racing|,18898,SANTA ROSA,US,3,,
23,|Horse Racing|,18899,MAURITIUS,ROW,6,,
23,|Horse Racing|,18979,D'VILLE MIDI,FRA,2,,
23,|Horse Racing|,19983,MONTDEMARSAN,FRA,2,,
23,|Horse Racing|,20014,VIRE,ROW,6,,
23,|Horse Racing|,20070,MONS,FRA,2,,
23,|Horse Racing|,20075,MIJAS,ROW,6,,
23,|Horse Racing|,20397,WILL ROGERS,US,3,,
23,|Horse Racing|,20563,LA ZARZUELA,FRA,2,,
23,|Horse Racing|,20706,SUNLAND PARK,US,3,,
23,|Horse Racing|,21573,TURFTV EXTRAS,ROW,6,,
23,|Horse Racing|,22293,***LION D'ANGER,FRA,2,,
23,|Horse Racing|,22339,MAGDEBURG,ROW,6,,
23,|Horse Racing|,23134,DAX,FRA,2,,
23,|Horse Racing|,23286,CRAON,FRA,2,,
23,|Horse Racing|,23441,CHARITY RACE,FRA,2,,
23,|Horse Racing|,23882,HYERES,FRA,2,,
23,|Horse Racing|,23886,CHARTRES,FRA,2,,
23,|Horse Racing|,23887,CABOURG,FRA,2,,
23,|Horse Racing|,23888,MAUQUENCHY,FRA,2,,
23,|Horse Racing|,23889,ABBEVILLE,0,#N/A,,
23,|Horse Racing|,23890,BEAUMONT DE LOMAGNE,FRA,2,,
23,|Horse Racing|,23891,BERNAY,ROW,6,,
23,|Horse Racing|,23892,CAEN,FRA,2,,
23,|Horse Racing|,23893,CASTILLONNES,ROW,6,,
23,|Horse Racing|,23894,CORDEMAIS,ROW,6,,
23,|Horse Racing|,23895,DREUX,ROW,6,,
23,|Horse Racing|,23896,DOZULE,ROW,6,,
23,|Horse Racing|,23897,FEURS,FRA,2,,
23,|Horse Racing|,23898,FRANCHEVILLE,FRA,2,,
23,|Horse Racing|,23899,CHERBOURG,FRA,2,,
23,|Horse Racing|,23900,CRAIGNES,ROW,6,,
23,|Horse Racing|,23901,LA CAPELLE,FRA,2,,
23,|Horse Racing|,23902,LAON,FRA,2,,
23,|Horse Racing|,23903,MONPAZIER,ROW,6,,
23,|Horse Racing|,23904,RAMBOUILLET,FRA,2,,
23,|Horse Racing|,23905,VILLENEUVE SUR LOT,FRA,2,,
23,|Horse Racing|,23906,VALOGNES,ROW,6,,
23,|Horse Racing|,23907,ZONZA,ROW,6,,
23,|Horse Racing|,23908,FIRENZE,ROW,6,,
23,|Horse Racing|,23909,NAPOLI,ROW,6,,
23,|Horse Racing|,23910,SIRACUSA,ROW,6,,
23,|Horse Racing|,23911,CHILIVANI,ROW,6,,
23,|Horse Racing|,23912,LIVORNO,ROW,6,,
23,|Horse Racing|,23913,CROSSETO,ROW,6,,
23,|Horse Racing|,23914,CORRIDONIA,ROW,6,,
23,|Horse Racing|,23915,TORINO,ROW,6,,
23,|Horse Racing|,23916,MONTECATINI,ROW,6,,
23,|Horse Racing|,23917,TARANTO,ROW,6,,
23,|Horse Racing|,23918,FOGGIA,ROW,6,,
23,|Horse Racing|,23919,TRIESTE,ROW,6,,
23,|Horse Racing|,23920,FOLLONICA,ROW,6,,
23,|Horse Racing|,23921,MODENA,ROW,6,,
23,|Horse Racing|,23922,TREVISO,ROW,6,,
23,|Horse Racing|,23923,PALERMO,ROW,6,,
23,|Horse Racing|,23924,BOLOGNA,ROW,6,,
23,|Horse Racing|,24227,MULHEIM,ROW,6,,
23,|Horse Racing|,24454,AQUEDUCT,US,3,,
23,|Horse Racing|,24973,HIPODROMO CHILE,ROW,6,,
23,|Horse Racing|,24974,VALPARAISO SPORTING CLUB,ROW,6,,
23,|Horse Racing|,24975,CLUB HIPICO SANTIAGO,ROW,6,,
23,|Horse Racing|,25284,AFFANE,ROW,6,,
23,|Horse Racing|,25285,CARRIGTWOHILL,ROW,6,,
23,|Horse Racing|,25286,NENAGH,ROW,6,,
23,|Horse Racing|,25294,AINTREE- R,UK,1,,
23,|Horse Racing|,25295,AGHABULLOGUE,ROW,6,,
23,|Horse Racing|,25296,ANNAGARVEY,ROW,6,,
23,|Horse Racing|,25297,ASHFORD,ROW,6,,
23,|Horse Racing|,25298,ASKEATON,ROW,6,,
23,|Horse Racing|,25339,ATHENRY,ROW,6,,
23,|Horse Racing|,25340,ATHLACCA,ROW,6,,
23,|Horse Racing|,25341,AVAUNE,FRA,2,,
23,|Horse Racing|,25342,BALLACOLLA,ROW,6,,
23,|Horse Racing|,25343,BALINDENISK,ROW,6,,
23,|Horse Racing|,25344,BALINGARRY,ROW,6,,
23,|Horse Racing|,25345,BALLINGARRY-W,ROW,6,,
23,|Horse Racing|,25346,***BALLINROBE,IRE,1,,
23,|Horse Racing|,25347,BALLINROBE- R,IRE,1,,
23,|Horse Racing|,25348,BALLINTUBBER,IRE,1,,
23,|Horse Racing|,25349,BALLON,FRA,2,,
23,|Horse Racing|,25350,BALLYBUNION,ROW,6,,
23,|Horse Racing|,25351,BALLYDARRAGH,ROW,6,,
23,|Horse Racing|,25352,BALLYDURN,ROW,6,,
23,|Horse Racing|,25353,BALLYGIBLIN,ROW,6,,
23,|Horse Racing|,25354,BALLYMAHON,ROW,6,,
23,|Horse Racing|,25355,BALLYMENA,ROW,6,,
23,|Horse Racing|,25356,BALLYNOE,ROW,6,,
23,|Horse Racing|,25357,BALLYRAGGET,ROW,6,,
23,|Horse Racing|,25358,BALLYSHEEDY,ROW,6,,
23,|Horse Racing|,25359,BALLYSTEEN,ROW,6,,
23,|Horse Racing|,25360,CLONMEL- R,IRE,1,,
23,|Horse Racing|,25361,BANNTOWN,ROW,6,,
23,|Horse Racing|,25362,BARTLEMY,ROW,6,,
23,|Horse Racing|,25363,BELCLARE,ROW,6,,
23,|Horse Racing|,25364,BELHARBOUR,ROW,6,,
23,|Horse Racing|,25365,BENNETTSBRIDGE,ROW,6,,
23,|Horse Racing|,25366,BORRIS HOUSE,ROW,6,,
23,|Horse Racing|,25367,BOULTA,ROW,6,,
23,|Horse Racing|,25368,BRAMBLESTOWN,ROW,6,,
23,|Horse Racing|,25369,BRAY,ROW,6,,
23,|Horse Racing|,25370,BRUFF,ROW,6,,
23,|Horse Racing|,25371,BUTLERSTOWN,ROW,6,,
23,|Horse Racing|,25372,BUTTEVANT,ROW,6,,
23,|Horse Racing|,25373,CAHERGAL,ROW,6,,
23,|Horse Racing|,25374,CAHERLISTRANE,ROW,6,,
23,|Horse Racing|,25375,CAIM,FRA,2,,
23,|Horse Racing|,25376,CAMOLIN,ROW,6,,
23,|Horse Racing|,25377,CARRIGTWOHILL,ROW,6,,
23,|Horse Racing|,25378,CASHEL,ROW,6,,
23,|Horse Racing|,25379,CASTLETOWN-GEOGHEGAN,ROW,6,,
23,|Horse Racing|,25380,CASTLETOWNROCHE,ROW,6,,
23,|Horse Racing|,25381,CECILSTOWN,ROW,6,,
23,|Horse Racing|,25382,CHELTENHAM- R,UK,1,,
23,|Horse Racing|,25384,CLANDEBOYE,ROW,6,,
23,|Horse Racing|,25385,CLONAKILTY,ROW,6,,
23,|Horse Racing|,25386,CLONMEL- E,IRE,1,,
23,|Horse Racing|,25387,CLOUGHAN,ROW,6,,
23,|Horse Racing|,25388,CLOYNE,ROW,6,,
23,|Horse Racing|,25389,COMBER,ROW,6,,
23,|Horse Racing|,25390,CONNA,ROW,6,,
23,|Horse Racing|,25391,COOLATIN,ROW,6,,
23,|Horse Racing|,25392,COOLKIP,ROW,6,,
23,|Horse Racing|,25393,CORK- R,IRE,1,,
23,|Horse Racing|,25394,CORRIN,ROW,6,,
23,|Horse Racing|,25395,CRAANFORD,ROW,6,,
23,|Horse Racing|,25396,CRAGMORE,ROW,6,,
23,|Horse Racing|,25397,CRAIGANTLET,ROW,6,,
23,|Horse Racing|,25398,CREGG,ROW,6,,
23,|Horse Racing|,25399,CREGG-A,ROW,6,,
23,|Horse Racing|,25400,CROOM,ROW,6,,
23,|Horse Racing|,25401,CRUMLIN,ROW,6,,
23,|Horse Racing|,25402,CULLENTRA,ROW,6,,
23,|Horse Racing|,25403,CURRAGH- R,IRE,1,,
23,|Horse Racing|,25404,CURRAGHMORE,ROW,6,,
23,|Horse Racing|,25405,DAWSTOWN,ROW,6,,
23,|Horse Racing|,25406,DXONCASTER -R,UK,1,,
23,|Horse Racing|,25407,DONORE,ROW,6,,
23,|Horse Racing|,25408,DOORY,ROW,6,,
23,|Horse Racing|,25409,DOWN ROYAL- R,IRE,1,,
23,|Horse Racing|,25410,DOWNPATRICK- R,IRE,1,,
23,|Horse Racing|,25411,DROMAHANE,ROW,6,,
23,|Horse Racing|,25412,DROMOLAND,ROW,6,,
23,|Horse Racing|,25413,DROMORE,ROW,6,,
23,|Horse Racing|,25414,DRUMCAR,ROW,6,,
23,|Horse Racing|,25415,DUNDALK- R,IRE,1,,
23,|Horse Racing|,25416,DUNDRUM,ROW,6,,
23,|Horse Racing|,25417,DUNGANNON,ROW,6,,
23,|Horse Racing|,25418,DUNGARVIN,ROW,6,,
23,|Horse Racing|,25419,DUNGOURNEY,ROW,6,,
23,|Horse Racing|,25420,DURROW,ROW,6,,
23,|Horse Racing|,25421,EGLISH,ROW,6,,
23,|Horse Racing|,25422,ENFIELD,ROW,6,,
23,|Horse Racing|,25423,ENNISCORTHY,ROW,6,,
23,|Horse Racing|,25424,ENNISKILLEN,ROW,6,,
23,|Horse Racing|,25425,EYRECOURT,ROW,6,,
23,|Horse Racing|,25426,FAIRYHOUSE- R,IRE,1,,
23,|Horse Racing|,25427,FAKENHAM- R,UK,1,,
23,|Horse Racing|,25428,FARMACLAFFLEY,ROW,6,,
23,|Horse Racing|,25429,FARNANES,ROW,6,,
23,|Horse Racing|,25430,FERMOY,ROW,6,,
23,|Horse Racing|,25431,FRIARSTOWN,ROW,6,,
23,|Horse Racing|,25432,GALGORM,ROW,6,,
23,|Horse Racing|,25433,GALWAY- R,IRE,1,,
23,|Horse Racing|,25434,GLENBANE,ROW,6,,
23,|Horse Racing|,25435,GOREY,ROW,6,,
23,|Horse Racing|,25436,GORTBOY,ROW,6,,
23,|Horse Racing|,25437,GOWRAN PARK- R,IRE,1,,
23,|Horse Racing|,25438,GREENMOUNT,ROW,6,,
23,|Horse Racing|,25439,GRENNAN,ROW,6,,
23,|Horse Racing|,25440,HORSE AND JOCKEY,ROW,6,,
23,|Horse Racing|,25441,INCH,ROW,6,,
23,|Horse Racing|,25442,INCHYDONEY,ROW,6,,
23,|Horse Racing|,25443,INNISHANNON,ROW,6,,
23,|Horse Racing|,25444,KELSO- R,UK,1,,
23,|Horse Racing|,25445,KILBEGGAN- R,IRE,1,,
23,|Horse Racing|,25446,KILCREA,ROW,6,,
23,|Horse Racing|,25447,KILDORRERY,ROW,6,,
23,|Horse Racing|,25448,KILFEACLE,ROW,6,,
23,|Horse Racing|,25449,KILL,ROW,6,,
23,|Horse Racing|,25450,KILLALOE,ROW,6,,
23,|Horse Racing|,25451,KILLARNEY- R,IRE,1,,
23,|Horse Racing|,25452,KILLASHEE,ROW,6,,
23,|Horse Racing|,25453,KILLEAGH,ROW,6,,
23,|Horse Racing|,25454,KILMALLOCK,ROW,6,,
23,|Horse Racing|,25455,KILMUCKRIDGE,ROW,6,,
23,|Horse Racing|,25456,KILOSSERA,ROW,6,,
23,|Horse Racing|,25457,KILSHEELAN,ROW,6,,
23,|Horse Racing|,25458,KILWORTH,ROW,6,,
23,|Horse Racing|,25459,KINSALE,ROW,6,,
23,|Horse Racing|,25460,KINSALE (2),ROW,6,,
23,|Horse Racing|,25461,KIRKISTOWN,ROW,6,,
23,|Horse Racing|,25462,KNOCKANARD,ROW,6,,
23,|Horse Racing|,25463,KNOCKLONG,ROW,6,,
23,|Horse Racing|,25464,LAHARN,ROW,6,,
23,|Horse Racing|,25465,LARGY,ROW,6,,
23,|Horse Racing|,25466,LAURENCETOWN,ROW,6,,
23,|Horse Racing|,25467,LAYTOWN- R,IRE,1,,
23,|Horse Racing|,25468,LEADINGTON,ROW,6,,
23,|Horse Racing|,25469,LEMONFIELD,ROW,6,,
23,|Horse Racing|,25470,LENNYMORE,ROW,6,,
23,|Horse Racing|,25471,LEOPARDSTOWN- R,IRE,1,,
23,|Horse Racing|,25472,LIMAVADY,ROW,6,,
23,|Horse Racing|,25473,LIMERICK- R,IRE,1,,
23,|Horse Racing|,25474,LINGSTOWN,ROW,6,,
23,|Horse Racing|,25475,LISCARROLL,ROW,6,,
23,|Horse Racing|,25476,LISGOOLD,ROW,6,,
23,|Horse Racing|,25477,LISMORE,ROW,6,,
23,|Horse Racing|,25478,LISNALINCHY,ROW,6,,
23,|Horse Racing|,25479,LISRONAGH,ROW,6,,
23,|Horse Racing|,25480,LISTOWEL- R,IRE,1,,
23,|Horse Racing|,25481,LONGFORD,ROW,6,,
23,|Horse Racing|,25482,LOUGHANMORE,ROW,6,,
23,|Horse Racing|,25483,LOUGHANMORE (2),ROW,6,,
23,|Horse Racing|,25484,LOUGHBRICKLAND,ROW,6,,
23,|Horse Racing|,25485,LOUGHREA,ROW,6,,
23,|Horse Racing|,25486,MAGANEY,ROW,6,,
23,|Horse Racing|,25487,MARALIN,ROW,6,,
23,|Horse Racing|,25488,MILLSTREET,ROW,6,,
23,|Horse Racing|,25489,MILLTOWN,ROW,6,,
23,|Horse Racing|,25490,MONKSGRANGE,ROW,6,,
23,|Horse Racing|,25491,MOOREPARK,ROW,6,,
23,|Horse Racing|,25492,MOY,ROW,6,,
23,|Horse Racing|,25493,MUSSELBURGH- R,UK,1,,
23,|Horse Racing|,25494,NAAS- R,IRE,1,,
23,|Horse Racing|,25495,NAUL,ROW,6,,
23,|Horse Racing|,25496,NAVAN- R,IRE,1,,
23,|Horse Racing|,25497,NECARNE,ROW,6,,
